Name	YT Scope Project	
File	C:\Users\34468\Documents\GitHub\Selettori_Colori\Scope\Scope Project.csv	
Starttime of export	133286225188940000	lunedì 15 maggio 2023	13:08:38.894
Endtime of export	133286226059540000	lunedì 15 maggio 2023	13:10:05.954


Name	bMotorImpulse	Name	nColorSensor
SymbolComment	I1  (NC)	SymbolComment	I4
Data-Type	BIT	Data-Type	REAL32
SampleTime[ms]	10	SampleTime[ms]	10
VariableSize	1	VariableSize	4
SymbolBased	True	SymbolBased	True
IndexGroup	61472	IndexGroup	16448
IndexOffset	450456	IndexOffset	385012
SymbolName	MAIN.stRawIn.bMotorImpulse	SymbolName	MAIN.stIn.nColorSensor
NetID	5.85.197.242.1.1	NetID	5.85.197.242.1.1
Port	852	Port	852
Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0

53340	1	53340	7,594836
53350	1	53350	7,594226
53360	1	53360	7,59361553
53370	1	53370	7,59392071
53380	0	53380	7,59361553
53390	0	53390	7,5927
53400	0	53400	7,59178448
53410	0	53410	7,589343
53420	0	53420	7,586291
53430	0	53430	7,584765
53440	0	53440	7,58415461
53450	0	53450	7,58262873
53460	0	53460	7,58018732
53470	0	53470	7,57835627
53480	0	53480	7,576525
53490	0	53490	7,574389
53500	0	53500	7,57011652
53510	1	53510	7,564928
53520	1	53520	7,557604
53530	1	53530	7,548753
53540	1	53540	7,53959751
53550	1	53550	7,5261693
53560	1	53560	7,505722
53570	1	53570	7,485885
53580	1	53580	7,463607
53590	0	53590	7,43034124
53600	0	53600	7,389141
53610	0	53610	7,347636
53620	0	53620	7,300333
53630	0	53630	7,235938
53640	0	53640	7,1608634
53650	0	53650	7,08945
53660	0	53660	7,003388
53670	0	53670	6,897183
53680	0	53680	6,77907658
53690	0	53690	6,65150928
53700	1	53700	6,501663
53710	1	53710	6,330149
53720	1	53720	6,14551258
53730	1	53730	5,946226
53740	1	53740	5,716422
53750	1	53750	5,453963
53760	1	53760	5,19363976
53770	1	53770	4,933012
53780	0	53780	4,652547
53790	0	53790	4,38489962
53800	0	53800	4,151433
53810	0	53810	3,94512773
53820	0	53820	3,76049066
53830	0	53830	3,60179448
53840	0	53840	3,45927286
53850	0	53850	3,31675172
53860	0	53860	3,18308067
53870	0	53870	3,08359027
53880	0	53880	3,0253
53890	0	53890	2,986236
53900	0	53900	2,94839334
53910	0	53910	2,91360188
53920	0	53920	2,88644075
53930	0	53930	2,86812973
53940	0	53940	2,85805845
53950	0	53950	2,850734
53960	1	53960	2,84127331
53970	1	53970	2,83089685
53980	1	53980	2,832728
53990	1	53990	2,84340954
54000	1	54000	2,83577967
54010	1	54010	2,81838441
54020	1	54020	2,82174134
54030	1	54030	2,84096813
54040	0	54040	2,86446714
54050	0	54050	2,90475154
54060	0	54060	2,96823025
54070	0	54070	3,03842282
54080	0	54080	3,13699746
54090	0	54090	3,29416776
54100	0	54100	3,46995449
54110	0	54110	3,63322854
54120	0	54120	3,82610559
54130	0	54130	4,049806
54140	0	54140	4,252144
54150	0	54150	4,46028042
54160	0	54160	4,69985056
54170	1	54170	4,97817945
54180	1	54180	5,246437
54190	1	54190	5,49333143
54200	1	54200	5,73076534
54210	1	54210	5,94805765
54220	1	54220	6,13147354
54230	1	54230	6,31061745
54240	0	54240	6,489761
54250	0	54250	6,643574
54260	0	54260	6,77633
54270	0	54270	6,89962435
54280	0	54280	7,00613451
54290	0	54290	7,093417
54300	0	54300	7,16788244
54310	0	54310	7,23777
54320	0	54320	7,29270267
54330	0	54330	7,32993555
54340	0	54340	7,36136961
54350	0	54350	7,39524555
54360	1	54360	7,42881536
54370	1	54370	7,46086025
54380	1	54380	7,49076843
54390	1	54390	7,515488
54400	1	54400	7,531968
54410	1	54410	7,542039
54420	1	54420	7,553026
54430	1	54430	7,56248665
54440	0	54440	7,569201
54450	0	54450	7,574084
54460	0	54460	7,579882
54470	0	54470	7,58507
54480	0	54480	7,58720636
54490	0	54490	7,589343
54500	0	54500	7,5927
54510	0	54510	7,59514141
54520	0	54520	7,59697247
54530	0	54530	7,59849834
54540	0	54540	7,59880352
54550	0	54550	7,59880352
54560	1	54560	7,599719
54570	1	54570	7,60063457
54580	1	54580	7,60063457
54590	1	54590	7,600024
54600	1	54600	7,60063457
54610	1	54610	7,601245
54620	1	54620	7,60185528
54630	1	54630	7,603076
54640	0	54640	7,60368633
54650	0	54650	7,60399151
54660	0	54660	7,604602
54670	0	54670	7,605212
54680	0	54680	7,60582256
54690	0	54690	7,60582256
54700	0	54700	7,60582256
54710	0	54710	7,605212
54720	0	54720	7,605212
54730	0	54730	7,604907
54740	0	54740	7,604602
54750	0	54750	7,604602
54760	0	54760	7,60429668
54770	1	54770	7,603381
54780	1	54780	7,603381
54790	1	54790	7,60399151
54800	1	54800	7,60429668
54810	1	54810	7,604602
54820	1	54820	7,60429668
54830	1	54830	7,603076
54840	1	54840	7,603381
54850	0	54850	7,60368633
54860	0	54860	7,603381
54870	0	54870	7,60216045
54880	0	54880	7,60185528
54890	0	54890	7,60246563
54900	0	54900	7,60246563
54910	0	54910	7,60246563
54920	0	54920	7,60185528
54930	0	54930	7,599719
54940	0	54940	7,60063457
54950	0	54950	7,60155
54960	0	54960	7,601245
54970	0	54970	7,601245
54980	1	54980	7,60063457
54990	1	54990	7,60093975
55000	1	55000	7,600024
55010	1	55010	7,59880352
55020	1	55020	7,598193
55030	1	55030	7,597583
55040	1	55040	7,596362
55050	0	55050	7,594836
55060	0	55060	7,59361553
55070	0	55070	7,591174
55080	0	55080	7,58964825
55090	0	55090	7,58812237
55100	0	55100	7,58568048
55110	0	55110	7,58354425
55120	0	55120	7,581408
55130	0	55130	7,579577
55140	0	55140	7,57713556
55150	0	55150	7,57377863
55160	1	55160	7,569201
55170	1	55170	7,563402
55180	1	55180	7,552416
55190	1	55190	7,53502
55200	1	55200	7,49992371
55210	1	55210	7,436445
55220	1	55220	7,36503172
55230	1	55230	7,31376076
55240	0	55240	7,27439165
55250	0	55250	7,23624325
55260	0	55260	7,20786142
55270	0	55270	7,19107628
55280	0	55280	7,183752
55290	0	55290	7,18100548
55300	0	55300	7,1697135
55310	0	55310	7,14774036
55320	0	55320	7,126072
55330	0	55330	7,11386442
55340	0	55340	7,11386442
55350	0	55350	7,122715
55360	1	55360	7,14255238
55370	1	55370	7,173986
55380	1	55380	7,1883297
55390	1	55390	7,17459631
55400	1	55400	7,153844
55410	1	55410	7,14407825
55420	1	55420	7,14651966
55430	0	55430	7,14835072
55440	0	55440	7,15811634
55450	0	55450	7,176122
55460	0	55460	7,18802452
55470	0	55470	7,183752
55480	0	55480	7,175512
55490	0	55490	7,178259
55500	0	55500	7,185278
55510	0	55510	7,187414
55520	0	55520	7,19504356
55530	0	55530	7,212439
55540	0	55540	7,24021149
55550	1	55550	7,27866459
55560	1	55560	7,33756542
55570	1	55570	7,41080952
55580	1	55580	7,473373
55590	1	55590	7,51579332
55600	1	55600	7,53746128
55610	1	55610	7,548753
55620	1	55620	7,558214
55630	0	55630	7,56553841
55640	0	55640	7,571032
55650	0	55650	7,575915
55660	0	55660	7,579882
55670	0	55670	7,58446
55680	0	55680	7,58812237
55690	0	55690	7,590869
55700	0	55700	7,5927
55710	0	55710	7,594226
55720	0	55720	7,596362
55730	0	55730	7,59880352
55740	0	55740	7,600024
55750	1	55750	7,60185528
55760	1	55760	7,60399151
55770	1	55770	7,60429668
55780	1	55780	7,606433
55790	1	55790	7,608265
55800	1	55800	7,60765457
55810	1	55810	7,60765457
55820	0	55820	7,60857
55830	0	55830	7,608265
55840	0	55840	7,60734844
55850	0	55850	7,60734844
55860	0	55860	7,606433
55870	0	55870	7,606738
55880	0	55880	7,608265
55890	0	55890	7,60887527
55900	0	55900	7,60857
55910	0	55910	7,60734844
55920	0	55920	7,60765457
55930	0	55930	7,60857
55940	1	55940	7,60765457
55950	1	55950	7,60734844
55960	1	55960	7,60887527
55970	1	55970	7,60887527
55980	1	55980	7,608265
55990	1	55990	7,60765457
56000	1	56000	7,60765457
56010	1	56010	7,60704327
56020	0	56020	7,605212
56030	0	56030	7,60582256
56040	0	56040	7,606433
56050	0	56050	7,60582256
56060	0	56060	7,606433
56070	0	56070	7,60704327
56080	0	56080	7,606433
56090	0	56090	7,605212
56100	0	56100	7,604907
56110	0	56110	7,604602
56120	0	56120	7,60399151
56130	0	56130	7,60368633
56140	1	56140	7,60246563
56150	1	56150	7,60155
56160	1	56160	7,60093975
56170	1	56170	7,59880352
56180	1	56180	7,597583
56190	1	56190	7,596362
56200	0	56200	7,594531
56210	0	56210	7,592395
56220	0	56220	7,58964825
56230	0	56230	7,586291
56240	0	56240	7,58201838
56250	0	56250	7,57683039
56260	0	56260	7,569506
56270	0	56270	7,561571
56280	0	56280	7,551195
56290	0	56290	7,542039
56300	0	56300	7,5347147
56310	0	56310	7,5261693
56320	0	56320	7,51640368
56330	0	56330	7,505417
56340	0	56340	7,491684
56350	1	56350	7,47276258
56360	1	56360	7,449568
56370	1	56370	7,42423773
56380	1	56380	7,39188766
56390	1	56390	7,35618162
56400	1	56400	7,320475
56410	1	56410	7,27988529
56420	1	56420	7,230445
56430	0	56430	7,17490149
56440	0	56440	7,115085
56450	0	56450	7,04611349
56460	0	56460	6,956694
56470	0	56470	6,82546425
56480	0	56480	6,67958641
56490	0	56490	6,52913
56500	0	56500	6,36097336
56510	0	56510	6,22028255
56520	0	56520	6,14551258
56530	0	56530	6,090274
56540	0	56540	6,027711
56550	0	56550	5,97338772
56560	0	56560	5,91601324
56570	1	56570	5,846736
56580	1	56580	5,78661442
56590	1	56590	5,735344
56600	1	56600	5,69231224
56610	1	56610	5,660268
56620	1	56620	5,631275
56630	1	56630	5,602283
56640	1	56640	5,56749153
56650	1	56650	5,52873325
56660	0	56660	5,509201
56670	0	56670	5,515915
56680	0	56680	5,530259
56690	0	56690	5,54246664
56700	0	56700	5,54033041
56710	0	56710	5,502182
56720	0	56720	5,44114542
56730	0	56730	5,406659
56740	0	56740	5,420698
56750	0	56750	5,467086
56760	0	56760	5,505234
56770	0	56770	5,52324
56780	0	56780	5,53086948
56790	0	56790	5,541551
56800	0	56800	5,56352425
56810	0	56810	5,59190655
56820	1	56820	5,624256
56830	1	56830	5,65630054
56840	1	56840	5,68895531
56850	1	56850	5,737175
56860	1	56860	5,805841
56870	1	56870	5,897397
56880	1	56880	6,01001024
56890	1	56890	6,12628555
56900	0	56900	6,22791243
56910	0	56910	6,3591423
56920	0	56920	6,542558
56930	0	56930	6,684469
56940	0	56940	6,77053165
56950	0	56950	6,86513853
56960	0	56960	6,956694
56970	0	56970	7,02475071
56980	0	56980	7,0806
56990	0	56990	7,140111
57000	0	57000	7,19473839
57010	0	57010	7,24051666
57020	1	57020	7,280801
57030	1	57030	7,32139063
57040	1	57040	7,36106443
57050	1	57050	7,396161
57060	1	57060	7,42912054
57070	1	57070	7,458419
57080	1	57080	7,48283339
57090	1	57090	7,502365
57100	0	57100	7,52098131
57110	0	57110	7,53563
57120	0	57120	7,545701
57130	0	57130	7,555773
57140	0	57140	7,564928
57150	0	57150	7,572558
57160	0	57160	7,57835627
57170	0	57170	7,58201838
57180	0	57180	7,58568048
57190	0	57190	7,58873272
57200	0	57200	7,591174
57210	0	57210	7,592395
57220	0	57220	7,59392071
57230	0	57230	7,59392071
57240	0	57240	7,594226
57250	0	57250	7,594836
57260	0	57260	7,59514141
57270	1	57270	7,595752
57280	1	57280	7,59727764
57290	1	57290	7,599414
57300	1	57300	7,60063457
57310	1	57310	7,60185528
57320	1	57320	7,60368633
57330	1	57330	7,604602
57340	1	57340	7,60429668
57350	0	57350	7,604602
57360	0	57360	7,60582256
57370	0	57370	7,60582256
57380	0	57380	7,605212
57390	0	57390	7,604907
57400	0	57400	7,60429668
57410	0	57410	7,60368633
57420	0	57420	7,60246563
57430	0	57430	7,601245
57440	0	57440	7,60185528
57450	0	57450	7,60246563
57460	0	57460	7,603076
57470	0	57470	7,603076
57480	1	57480	7,603381
57490	1	57490	7,60368633
57500	1	57500	7,60368633
57510	1	57510	7,60429668
57520	1	57520	7,60399151
57530	1	57530	7,60368633
57540	1	57540	7,60399151
57550	0	57550	7,60368633
57560	0	57560	7,603076
57570	0	57570	7,603076
57580	0	57580	7,60216045
57590	0	57590	7,601245
57600	0	57600	7,60185528
57610	0	57610	7,603381
57620	0	57620	7,603076
57630	0	57630	7,603381
57640	0	57640	7,60368633
57650	0	57650	7,60368633
57660	0	57660	7,60399151
57670	0	57670	7,60429668
57680	0	57680	7,604602
57690	0	57690	7,604602
57700	1	57700	7,60429668
57710	1	57710	7,604602
57720	1	57720	7,604907
57730	1	57730	7,605212
57740	1	57740	7,604907
57750	1	57750	7,604602
57760	1	57760	7,604602
57770	1	57770	7,60399151
57780	1	57780	7,60429668
57790	1	57790	7,60368633
57800	0	57800	7,60185528
57810	0	57810	7,60155
57820	0	57820	7,601245
57830	0	57830	7,60155
57840	0	57840	7,603076
57850	0	57850	7,603381
57860	0	57860	7,60368633
57870	0	57870	7,60368633
57880	0	57880	7,603381
57890	0	57890	7,603381
57900	0	57900	7,60399151
57910	0	57910	7,60368633
57920	1	57920	7,603076
57930	1	57930	7,60216045
57940	1	57940	7,60155
57950	1	57950	7,60063457
57960	1	57960	7,599719
57970	1	57970	7,60063457
57980	1	57980	7,60093975
57990	0	57990	7,60063457
58000	0	58000	7,601245
58010	0	58010	7,60063457
58020	0	58020	7,60063457
58030	0	58030	7,60093975
58040	0	58040	7,601245
58050	0	58050	7,60155
58060	0	58060	7,601245
58070	0	58070	7,601245
58080	0	58080	7,601245
58090	0	58090	7,601245
58100	0	58100	7,60093975
58110	0	58110	7,60093975
58120	0	58120	7,601245
58130	0	58130	7,601245
58140	0	58140	7,60063457
58150	1	58150	7,59880352
58160	1	58160	7,600024
58170	1	58170	7,60216045
58180	1	58180	7,60216045
58190	1	58190	7,60246563
58200	1	58200	7,60368633
58210	1	58210	7,60429668
58220	1	58220	7,604602
58230	1	58230	7,604602
58240	1	58240	7,60399151
58250	0	58250	7,60246563
58260	0	58260	7,60368633
58270	0	58270	7,604602
58280	0	58280	7,60399151
58290	0	58290	7,60399151
58300	0	58300	7,60399151
58310	0	58310	7,603381
58320	0	58320	7,601245
58330	0	58330	7,599719
58340	0	58340	7,598193
58350	0	58350	7,596362
58360	0	58360	7,594836
58370	0	58370	7,594836
58380	1	58380	7,59514141
58390	1	58390	7,594836
58400	1	58400	7,594836
58410	1	58410	7,59514141
58420	1	58420	7,594836
58430	1	58430	7,59514141
58440	1	58440	7,596057
58450	0	58450	7,596057
58460	0	58460	7,594836
58470	0	58470	7,594836
58480	0	58480	7,59514141
58490	0	58490	7,594226
58500	0	58500	7,594836
58510	0	58510	7,596362
58520	0	58520	7,596057
58530	0	58530	7,596057
58540	0	58540	7,59727764
58550	0	58550	7,59727764
58560	1	58560	7,596057
58570	1	58570	7,596057
58580	1	58580	7,59666729
58590	1	58590	7,597583
58600	1	58600	7,59849834
58610	1	58610	7,59727764
58620	1	58620	7,59666729
58630	1	58630	7,596057
58640	0	58640	7,594531
58650	0	58650	7,594531
58660	0	58660	7,594531
58670	0	58670	7,594531
58680	0	58680	7,59331036
58690	0	58690	7,59178448
58700	0	58700	7,590869
58710	0	58710	7,589343
58720	0	58720	7,586901
58730	0	58730	7,58354425
58740	0	58740	7,579882
58750	1	58750	7,57622
58760	1	58760	7,57011652
58770	1	58770	7,56065559
58780	1	58780	7,548753
58790	1	58790	7,53502
58800	1	58800	7,50450134
58810	1	58810	7,441633
58820	0	58820	7,37907028
58830	0	58830	7,336955
58840	0	58840	7,2994175
58850	0	58850	7,26737261
58860	0	58860	7,24570465
58870	0	58870	7,22495174
58880	0	58880	7,198706
58890	0	58890	7,181616
58900	0	58900	7,17795372
58910	0	58910	7,178259
58920	0	58920	7,17917442
58930	0	58930	7,173681
58940	0	58940	7,160253
58950	1	58950	7,14285755
58960	1	58960	7,14316273
58970	1	58970	7,16483068
58980	1	58980	7,181616
58990	1	58990	7,18283653
59000	1	59000	7,172155
59010	1	59010	7,16299963
59020	0	59020	7,16299963
59030	0	59030	7,163305
59040	0	59040	7,16116858
59050	0	59050	7,160558
59060	0	59060	7,16238928
59070	0	59070	7,15903234
59080	0	59080	7,15292835
59090	0	59090	7,152318
59100	0	59100	7,152318
59110	0	59110	7,148961
59120	0	59120	7,143773
59130	0	59130	7,13614273
59140	0	59140	7,12546158
59150	1	59150	7,113254
59160	1	59160	7,10226774
59170	1	59170	7,094943
59180	1	59180	7,10745573
59190	1	59190	7,13126
59200	1	59200	7,13034439
59210	1	59210	7,10226774
59220	0	59220	7,053743
59230	0	59230	6,98446655
59240	0	59240	6,890164
59250	0	59250	6,76686859
59260	0	59260	6,63686037
59270	0	59270	6,51112366
59280	0	59280	6,35608959
59290	0	59290	6,171453
59300	0	59300	6,003601
59310	0	59310	5,81286049
59320	0	59320	5,57237434
59330	1	59330	5,3028965
59340	1	59340	5,03708
59350	1	59350	4,773095
59360	1	59360	4,497818
59370	1	59370	4,24970245
59380	1	59380	4,05224752
59390	1	59390	3,84075427
59400	1	59400	3,59996343
59410	0	59410	3,39121675
59420	0	59420	3,23038435
59430	0	59430	3,102512
59440	0	59440	3,00820947
59450	0	59450	2,93954277
59460	0	59460	2,87789559
59470	0	59470	2,83242273
59480	0	59480	2,826319
59490	0	59490	2,83547449
59500	0	59500	2,82876062
59510	0	59510	2,817774
59520	0	59520	2,819605
59530	1	59530	2,83852673
59540	1	59540	2,872097
59550	1	59550	2,93374419
59560	1	59560	3,02652073
59570	1	59570	3,150731
59580	1	59580	3,2779932
59590	0	59590	3,42204046
59600	0	59600	3,576159
59610	0	59610	3,73027754
59620	0	59620	3,929563
59630	0	59630	4,16577673
59640	0	59640	4,37330246
59650	0	59650	4,56984138
59660	0	59660	4,82528162
59670	0	59670	5,09598064
59680	0	59680	5,30472755
59690	0	59690	5,456099
59700	0	59700	5,572069
59710	0	59710	5,662709
59720	0	59720	5,73992157
59730	0	59730	5,81469154
59740	0	59740	5,91265631
59750	0	59750	6,03778172
59760	1	59760	6,171148
59770	1	59770	6,30604
59780	1	59780	6,434522
59790	1	59790	6,54347372
59800	1	59800	6,62770462
59810	1	59810	6,68843651
59820	1	59820	6,728721
59830	1	59830	6,7616806
59840	1	59840	6,789758
59850	1	59850	6,814478
59860	1	59860	6,844386
59870	1	59870	6,880703
59880	1	59880	6,931059
59890	1	59890	6,995758
59900	1	59900	7,070528
59910	0	59910	7,14621449
59920	0	59920	7,21640635
59930	0	59930	7,27835941
59940	0	59940	7,32840967
59950	0	59950	7,366863
59960	0	59960	7,40318
59970	0	59970	7,43705559
59980	0	59980	7,46635342
59990	0	59990	7,491989
60000	0	60000	7,51304674
60010	0	60010	7,529221
60020	0	60020	7,540513
60030	0	60030	7,549364
60040	0	60040	7,55729866
60050	1	60050	7,56553841
60060	1	60060	7,57316828
60070	1	60070	7,57896662
60080	1	60080	7,58384943
60090	1	60090	7,58812237
60100	1	60100	7,59178448
60110	1	60110	7,594836
60120	0	60120	7,597583
60130	0	60130	7,60063457
60140	0	60140	7,60155
60150	0	60150	7,60216045
60160	0	60160	7,603076
60170	0	60170	7,60246563
60180	0	60180	7,603381
60190	0	60190	7,605212
60200	0	60200	7,60704327
60210	0	60210	7,60704327
60220	0	60220	7,606738
60230	0	60230	7,60704327
60240	0	60240	7,60734844
60250	0	60250	7,606433
60260	0	60260	7,606738
60270	0	60270	7,606738
60280	0	60280	7,60612774
60290	0	60290	7,60734844
60300	0	60300	7,60887527
60310	1	60310	7,60857
60320	1	60320	7,608265
60330	1	60330	7,608265
60340	1	60340	7,60887527
60350	1	60350	7,60887527
60360	1	60360	7,60765457
60370	1	60370	7,60704327
60380	0	60380	7,606738
60390	0	60390	7,60734844
60400	0	60400	7,60765457
60410	0	60410	7,60765457
60420	0	60420	7,60734844
60430	0	60430	7,60734844
60440	0	60440	7,60765457
60450	0	60450	7,60887527
60460	0	60460	7,60887527
60470	0	60470	7,60887527
60480	0	60480	7,60887527
60490	0	60490	7,60857
60500	0	60500	7,608265
60510	1	60510	7,60857
60520	1	60520	7,608265
60530	1	60530	7,606738
60540	1	60540	7,60612774
60550	1	60550	7,606738
60560	1	60560	7,608265
60570	1	60570	7,60887527
60580	0	60580	7,60887527
60590	0	60590	7,60765457
60600	0	60600	7,60887527
60610	0	60610	7,60948563
60620	0	60620	7,60887527
60630	0	60630	7,60948563
60640	0	60640	7,60948563
60650	0	60650	7,60918045
60660	0	60660	7,60918045
60670	0	60670	7,60948563
60680	0	60680	7,609791
60690	0	60690	7,60887527
60700	0	60700	7,60887527
60710	0	60710	7,60887527
60720	1	60720	7,608265
60730	1	60730	7,60765457
60740	1	60740	7,60857
60750	1	60750	7,60918045
60760	1	60760	7,60918045
60770	1	60770	7,60948563
60780	1	60780	7,609791
60790	1	60790	7,60948563
60800	0	60800	7,60918045
60810	0	60810	7,60948563
60820	0	60820	7,609791
60830	0	60830	7,609791
60840	0	60840	7,60918045
60850	0	60850	7,60857
60860	0	60860	7,608265
60870	0	60870	7,60734844
60880	0	60880	7,60612774
60890	0	60890	7,60612774
60900	0	60900	7,606738
60910	0	60910	7,60734844
60920	0	60920	7,60734844
60930	1	60930	7,606738
60940	1	60940	7,606433
60950	1	60950	7,606738
60960	1	60960	7,60704327
60970	1	60970	7,606738
60980	1	60980	7,606433
60990	1	60990	7,606738
61000	0	61000	7,60734844
61010	0	61010	7,608265
61020	0	61020	7,60734844
61030	0	61030	7,606738
61040	0	61040	7,60704327
61050	0	61050	7,608265
61060	0	61060	7,608265
61070	0	61070	7,608265
61080	0	61080	7,60857
61090	0	61090	7,60857
61100	0	61100	7,60887527
61110	0	61110	7,60887527
61120	0	61120	7,608265
61130	1	61130	7,608265
61140	1	61140	7,60887527
61150	1	61150	7,60887527
61160	1	61160	7,60918045
61170	1	61170	7,60918045
61180	1	61180	7,60704327
61190	1	61190	7,606738
61200	1	61200	7,60582256
61210	0	61210	7,605212
61220	0	61220	7,606738
61230	0	61230	7,606738
61240	0	61240	7,606433
61250	0	61250	7,60734844
61260	0	61260	7,60734844
61270	0	61270	7,606433
61280	0	61280	7,606433
61290	0	61290	7,60612774
61300	0	61300	7,60612774
61310	0	61310	7,60704327
61320	0	61320	7,60734844
61330	0	61330	7,60734844
61340	0	61340	7,606433
61350	0	61350	7,606738
61360	1	61360	7,60612774
61370	1	61370	7,604907
61380	1	61380	7,60429668
61390	1	61390	7,60368633
61400	1	61400	7,603076
61410	1	61410	7,603076
61420	1	61420	7,603076
61430	1	61430	7,603076
61440	0	61440	7,60368633
61450	0	61450	7,60368633
61460	0	61460	7,60368633
61470	0	61470	7,603381
61480	0	61480	7,60368633
61490	0	61490	7,60368633
61500	0	61500	7,60368633
61510	0	61510	7,60368633
61520	0	61520	7,60399151
61530	0	61530	7,60429668
61540	0	61540	7,604602
61550	0	61550	7,60429668
61560	0	61560	7,603076
61570	1	61570	7,60155
61580	1	61580	7,60185528
61590	1	61590	7,60246563
61600	1	61600	7,603381
61610	1	61610	7,60399151
61620	1	61620	7,604602
61630	1	61630	7,60399151
61640	1	61640	7,603381
61650	0	61650	7,60368633
61660	0	61660	7,604602
61670	0	61670	7,60612774
61680	0	61680	7,60704327
61690	0	61690	7,60582256
61700	0	61700	7,60399151
61710	0	61710	7,60368633
61720	0	61720	7,60246563
61730	0	61730	7,60185528
61740	0	61740	7,603381
61750	0	61750	7,60399151
61760	0	61760	7,60429668
61770	1	61770	7,60582256
61780	1	61780	7,606433
61790	1	61790	7,606433
61800	1	61800	7,60612774
61810	1	61810	7,606433
61820	1	61820	7,606433
61830	1	61830	7,60612774
61840	1	61840	7,60704327
61850	0	61850	7,60704327
61860	0	61860	7,606433
61870	0	61870	7,606433
61880	0	61880	7,60582256
61890	0	61890	7,60612774
61900	0	61900	7,60704327
61910	0	61910	7,60704327
61920	0	61920	7,60857
61930	0	61930	7,608265
61940	0	61940	7,608265
61950	0	61950	7,60857
61960	1	61960	7,608265
61970	1	61970	7,608265
61980	1	61980	7,60704327
61990	1	61990	7,606433
62000	1	62000	7,60704327
62010	1	62010	7,606433
62020	1	62020	7,60612774
62030	1	62030	7,60612774
62040	0	62040	7,604602
62050	0	62050	7,60399151
62060	0	62060	7,604602
62070	0	62070	7,604907
62080	0	62080	7,60582256
62090	0	62090	7,60612774
62100	0	62100	7,606433
62110	0	62110	7,606433
62120	0	62120	7,60734844
